date,symbol,close,change,market cap,eps,ma50,diff50,ma200,diff200,industry
15th Feb,RELIANCE,2941.20,-0.727,1990047.98,103.41,2680.33,9.73,2512.66,17.06,refineries
15th Feb,TCS,4103.20,0.076,1484573.67,122.69,3839.56,6.87,3504.70,17.08,computers - software - large
15th Feb,HDFCBANK,1414.05,2.17,1073615.30,89.71,1571.73,-10.03,1589.13,-11.02,banks - private sector
15th Feb,ICICIBANK,1016.65,-0.592,713162.32,60.68,1006.80,0.978,964.55,5.40,banks - private sector
15th Feb,INFY,1676.35,0.609,695760.28,58.93,1591.18,5.35,1432.86,16.99,computers - software - large
15th Feb,SBIN,761.70,2.46,679787.69,71.48,644.49,18.19,596.85,27.62,banks - public sector
15th Feb,BHARTIARTL,1120.70,0.435,674349.90,14.77,1070.89,4.65,931.90,20.26,telecommunications - service provider
15th Feb,LICI,1056.10,-1.35,667983.01,63.76,879.79,20.04,689.25,53.23,finance & investments
15th Feb,HINDUNILVR,2350.85,-1.55,552353.66,43.91,2516.34,-6.58,2557.19,-8.07,personal care - multinational
15th Feb,ITC,403.90,-1.86,503889.83,16.49,452.14,-10.67,447.51,-9.74,cigarettes
15th Feb,LT,3300.30,-0.263,453642.18,90.49,3471.39,-4.93,2879.07,14.63,engineering - turnkey services
15th Feb,HCLTECH,1662.55,-0.535,451160.39,57.97,1510.98,10.03,1273.26,30.57,computers - software - large
15th Feb,BAJFINANCE,6619.40,-0.408,409094.20,227.17,7215.61,-8.26,7273.43,-8.99,finance & investments
15th Feb,ADANIENT,3193.80,-0.418,364093.56,30.82,2996.99,6.57,2530.89,26.19,trading
15th Feb,SUNPHARMA,1509.90,-0.691,362275.59,37.10,1336.56,12.97,1150.92,31.19,pharmaceuticals - indian - bulk drugs & formln
15th Feb,ONGC,277.30,3.14,348851.14,33.33,226.72,22.31,188.40,47.19,oil drilling / allied services
15th Feb,MARUTI,11090.25,0.565,348680.31,394.42,10302.10,7.65,10006.02,10.84,automobiles - passenger cars
15th Feb,KOTAKBANK,1739.25,-0.555,345702.43,87.58,1822,-4.54,1823.93,-4.64,banks - private sector
15th Feb,AXISBANK,1072.20,-2.25,330668.52,43.56,1095.72,-2.15,1005.31,6.65,banks - private sector
15th Feb,NTPC,339.25,3.43,328959.40,20.12,311.08,9.05,238.52,42.23,power generation and supply
15th Feb,TITAN,3622.05,1.02,321560.59,38.92,3665.38,-1.18,3223.17,12.38,diamond cutting / jewellery
15th Feb,TATAMOTORS,920.55,0.245,305884.69,50.59,805.85,14.23,656.59,40.20,automobiles - lcvs / hcvs
15th Feb,ADANIGREEN,1900.75,2.62,301084.97,8.46,1649.48,15.23,1139.40,66.82,power generation and supply
15th Feb,COALINDIA,476.85,2.25,293869.70,47.66,389.98,22.28,295.65,61.29,mining / minerals / metals
15th Feb,ASIANPAINT,3016.55,1.35,289346.81,56.71,3183.46,-5.24,3202.31,-5.80,paints / varnishes
15th Feb,ULTRACEMCO,9814.30,0.271,283325.76,222.47,9962.24,-1.49,8687.15,12.97,cement - north india
15th Feb,ADANIPORTS,1267.05,-0.063,273700.41,33.46,1141.45,11.00,866.90,46.16,miscellaneous
15th Feb,WIPRO,518.50,0.777,270885.26,21.06,465.67,11.35,417.61,24.16,computers - software - large
15th Feb,IOC,189.85,3.43,268091.71,34.04,142.07,33.63,105.48,79.98,refineries
15th Feb,POWERGRID,281.65,2.92,261951.51,19.75,245.77,14.60,205.29,37.19,power generation and supply
15th Feb,BAJAJFINSV,1569.40,-0.652,250396.01,49,1648.46,-4.80,1566.67,0.174,finance & investments
15th Feb,DMART,3678.60,-1.18,239378.67,37.44,3874.22,-5.05,3750.81,-1.93,trading
15th Feb,BAJAJ-AUTO,8123.05,0.492,230028.33,261.70,7037.05,15.43,5462.65,48.70,automobiles - scooters and 3 - wheelers
15th Feb,M&M,1765.05,6.52,219489.06,100.11,1661.21,6.25,1527.94,15.52,automobiles - passenger cars
15th Feb,ADANIPOWER,561.85,-0.363,216702.11,57.80,539.62,4.12,368.54,52.45,power generation and supply
15th Feb,DLF,851.40,0.901,210748.04,9.60,752.96,13.07,577.02,47.55,construction
15th Feb,IRFC,158.90,2.98,207658.56,4.67,124.52,27.61,71.02,123.75,finance - term-lending institutions
15th Feb,HAL,3023.20,2.24,202184.06,146.37,2892.90,4.50,2138.83,41.35,engineering
15th Feb,JSWSTEEL,812.35,-0.111,198656.45,46.26,832.03,-2.37,785.25,3.45,steel - large
15th Feb,VBL,1425.30,-0.377,185177.11,19.14,1249.20,14.10,971.56,46.70,food - processing - indian
15th Feb,TATASTEEL,141.20,0,174859.68,-2.73,135.49,4.21,122.81,14.97,steel - large
15th Feb,LTIM,5522.30,0.311,163445.33,155.34,5819.38,-5.11,5293.37,4.32,computers - software - large
15th Feb,SIEMENS,4346.75,-0.746,154796.57,56.32,4086.85,6.36,3768.65,15.34,electric equipment
15th Feb,SBILIFE,1453.35,-0.024,145515.24,18.58,1433.87,1.36,1329.72,9.30,finance & investments
15th Feb,PFC,435.45,0.196,143702.93,64.02,411.24,5.89,261.94,66.24,finance - term-lending institutions
15th Feb,BANKBARODA,275.70,2.95,142574.46,36.53,233.59,18.03,205.36,34.25,banks - public sector
15th Feb,PNB,128.85,4.80,141876.94,6.93,101.53,26.91,73.63,75.00,banks - public sector
15th Feb,GRASIM,2084.80,0.240,141873.98,85.67,2093.38,-0.410,1901.87,9.62,textiles - manmade
15th Feb,BPCL,652.75,4.67,141597.97,135.90,491.63,32.77,398.67,63.73,refineries
15th Feb,TRENT,3952.65,0.807,140511.75,23.53,3163.34,24.95,2239.08,76.53,trading
15th Feb,BEL,185.95,2.40,135925.34,4.89,179.77,3.44,141.52,31.40,electronics - components
15th Feb,PIDILITIND,2653.55,-0.362,134962.03,33.67,2652.33,0.046,2563.21,3.52,chemicals
15th Feb,ZOMATO,154.85,1.71,134888.53,-0.030,132.92,16.50,101.55,52.49,miscellaneous
15th Feb,HINDZINC,314.90,1.50,133055.30,19.65,315.93,-0.326,312.70,0.705,mining / minerals / metals
15th Feb,IOB,69.15,3.21,130710.18,1.33,49.01,41.09,36.50,89.45,banks - public sector
15th Feb,RECLTD,483.35,0.363,127276.88,49.73,444.77,8.67,279.06,73.20,finance - term-lending institutions
15th Feb,TECHM,1300.35,0.576,126935.54,31.87,1293.14,0.557,1197.61,8.58,computers - software - large
15th Feb,GODREJCP,1231.80,2.60,125991.01,17.45,1136.64,8.37,1046.94,17.66,personal care - indian
15th Feb,HDFCLIFE,585.10,-0.043,125835.09,7.11,626.52,-6.61,626.74,-6.64,finance & investments
15th Feb,GAIL,184.25,4.54,121146.21,12.27,160.93,14.49,127.58,44.42,miscellaneous
15th Feb,TATAPOWER,378.85,1.38,121055.44,10.78,350.90,7.96,265.71,42.58,power generation and supply
15th Feb,BRITANNIA,4950.55,-1.20,119243.05,89.71,5090.30,-2.75,4798.38,3.17,food - processing - mnc
15th Feb,ADANIENSOL,1052,1.45,117349.83,10.45,1083.73,-2.93,882.61,19.19,power generation and supply
15th Feb,INDIGO,3028.85,-2.12,116896.99,186.59,2992.42,1.22,2610.14,16.04,transport - airlines
15th Feb,HINDALCO,513.20,1.06,115327.15,42.28,566.99,-9.49,482.96,6.26,aluminium and aluminium products
15th Feb,INDUSINDBK,1476.95,-0.307,114867.15,111.68,1557.02,-5.14,1425.61,3.60,banks - private sector
15th Feb,CIPLA,1422.35,-0.210,114833.48,45.94,1310.24,8.56,1166.09,21.98,pharmaceuticals - indian - bulk drugs & formln
15th Feb,AMBUJACEM,572.25,0.236,113628.55,15.94,534.68,7.03,458.57,24.79,cement - north india
15th Feb,ATGL,1007.45,-0.302,110800.37,5.44,1032.91,-2.47,747.88,34.71,miscellaneous
15th Feb,UNIONBANK,145.75,4.82,108036.43,18.93,130.52,11.67,99.37,46.68,banks - public sector
15th Feb,TATACONSUM,1131.40,-0.370,107803.73,12.94,1080.90,4.67,913.30,23.88,tea
15th Feb,EICHERMOT,3916.55,0.385,107225.54,140.19,3898.37,0.466,3591.94,9.04,automobiles - motorcycles / mopeds
15th Feb,CANBK,587.05,3.64,106498.52,80.82,471.92,24.40,375.70,56.26,banks - public sector
15th Feb,DRREDDY,6252.65,-0.091,104300.08,314.37,5828.75,7.27,5437.65,14.99,pharmaceuticals - indian - bulk drugs & formln
15th Feb,LODHA,1059.85,-3.25,102219.27,24.61,1042.11,1.70,789.77,34.20,construction
15th Feb,VEDL,267.95,-4.18,99602.54,12.80,263.64,1.63,256.12,4.62,mining / minerals / metals
15th Feb,TVSMOTOR,2093,0.242,99435.73,34.42,2004.69,4.41,1579.48,32.51,automobiles - motorcycles / mopeds
15th Feb,DIVISLAB,3708.85,-0.290,98458.31,52.11,3759.41,-1.34,3633.97,2.06,pharmaceuticals - indian - bulk drugs
15th Feb,BAJAJHLDNG,8769.10,0.054,97594.39,530.50,8153.33,7.55,7365.93,19.05,finance & investments
15th Feb,IDBI,89.75,3.70,96502.81,4.96,74.28,20.83,64.34,39.49,banks - private sector
15th Feb,DABUR,544.20,-0.018,96434.25,10.13,544.04,0.030,549.86,-1.03,personal care - indian
15th Feb,HEROMOTOCO,4816.95,0.060,96284.64,180.88,4261.51,13.03,3327.20,44.77,automobiles - motorcycles / mopeds
15th Feb,APOLLOHOSP,6627.60,-1.87,95294.72,54.90,5921.62,11.92,5237.95,26.53,healthcare
15th Feb,SHREECEM,26332.90,-2.10,95011.07,622.66,27809.68,-5.31,25822.24,1.98,cement - north india
15th Feb,ABB,4468.60,-1.97,94693.38,57.06,4702.12,-4.97,4346.30,2.81,electric equipment
15th Feb,CHOLAFIN,1124.50,-0.062,94420.37,38.84,1212.06,-7.22,1142.01,-1.53,finance & investments
15th Feb,NHPC,92.60,4.57,93017.02,3.70,75.38,22.85,55.75,66.11,power generation and supply
15th Feb,SHRIRAMFIN,2437.60,1.85,91555.04,176.85,2207.25,10.44,1868.77,30.44,finance & investments
15th Feb,ZYDUSLIFE,878.95,1.28,88967.68,29.38,720.56,21.98,623.20,41.04,pharmaceuticals - indian - bulk drugs & formln
15th Feb,MANKIND,2211.50,0.509,88590.13,43.12,2058.53,7.43,NaN,NaN,pharmaceuticals - indian - bulk drugs & formln
15th Feb,TORNTPHARM,2577.85,-1.01,87246.16,44.15,2374.15,8.58,2015.53,27.90,pharmaceuticals - indian - formulations
15th Feb,HAVELLS,1380.65,-0.007,86522.99,18.85,1359.54,1.55,1329.03,3.88,electric equipment
15th Feb,MAXHEALTH,864.10,-1.77,83975.49,10.88,735.76,17.44,614.24,40.68,healthcare
15th Feb,YESBANK,29,1.05,83408.57,0.350,23.91,21.31,18.83,54.05,banks - private sector
15th Feb,MCDOWELL-N,1144.05,1.32,83212.57,17.87,1090.59,4.90,1001.00,14.29,breweries & distilleries
15th Feb,BOSCHLTD,27955.10,2.03,82449.77,788.51,23082.77,21.11,20228.39,38.20,auto ancillaries
15th Feb,HINDPETRO,575,5.83,81566.53,119.23,436.84,31.63,313.90,83.18,refineries
15th Feb,ICICIGI,1649.55,0.607,81204.79,37.38,1470.45,12.18,1350.83,22.11,finance & investments
15th Feb,HDFCAMC,3783,0.126,80761.00,83.31,3352.49,12.84,2653.11,42.59,finance & investments
15th Feb,JSWENERGY,484.15,0.928,79626.97,10,459.51,5.36,366.98,31.93,power generation and supply
15th Feb,BHEL,227.55,1.38,79234.35,-0.350,202.76,12.23,132.93,71.18,electric equipment
15th Feb,JINDALSTEL,765.20,0.930,78057.14,54.41,734.78,4.14,655.84,16.68,steel - sponge iron
15th Feb,IDEA,15.95,2.57,77644.10,-6.33,14.75,8.16,10.84,47.20,telecommunications - service provider
15th Feb,MOTHERSON,113.25,-0.701,76742.97,2.96,106.17,6.67,94.48,19.87,auto ancillaries
15th Feb,IRCTC,951.50,2.40,76120,13.81,900.79,5.63,720.39,32.08,travel agencies
15th Feb,INDHOTEL,527.60,-0.019,75100.28,8.24,468.31,12.66,414.63,27.25,hotels
15th Feb,UCOBANK,61.60,4.58,73648.70,1.50,44.71,37.77,35.78,72.17,banks - public sector
15th Feb,LUPIN,1605.10,-0.413,73084.46,39.36,1400.61,14.60,1113.23,44.18,pharmaceuticals - indian - bulk drugs & formln
15th Feb,CUMMINSIND,2633.35,2.74,72996.46,55.22,2122.49,24.07,1860.47,41.54,engines
15th Feb,ICICIPRULI,505.10,-0.727,72737.20,6.34,520.66,-2.99,531.42,-4.95,finance & investments
15th Feb,NMDC,246.95,4.84,72371.31,20,212.00,16.49,150.79,63.77,mining / minerals / metals
15th Feb,INDIANB,525.50,-0.076,70782.96,61.12,457.62,14.83,385.16,36.44,banks - public sector
15th Feb,COLPAL,2589.95,-0.187,70442.92,46.33,2468.02,4.94,2040.97,26.90,personal care - multinational
15th Feb,SRF,2350.55,-0.322,69676.14,49.79,2367.95,-0.735,2344.81,0.245,chemicals
15th Feb,POLYCAB,4564.95,4.81,68550.27,110.93,4882.32,-6.50,4586.81,-0.477,cables - power
15th Feb,SBICARD,713.55,-0.779,67841.29,24.73,748.88,-4.72,809.23,-11.82,finance & investments
15th Feb,OFSS,7811.80,0.592,67677.91,247.20,5377.31,45.27,4284.32,82.33,computers - software - medium / small
15th Feb,GICRE,385.35,1.42,67605.80,59.73,336.16,14.63,241.26,59.73,finance & investments
15th Feb,MARICO,522,-0.949,67539.07,11.34,531.88,-1.86,541.75,-3.65,solvent extraction
15th Feb,TIINDIA,3480.30,-0.480,67301.00,77,3707.55,-6.13,3206.62,8.53,auto ancillaries
15th Feb,PERSISTENT,8725.25,1.26,67118.99,136.98,7669.41,13.77,5951.50,46.61,computers - software - medium / small
15th Feb,CGPOWER,438.60,0.263,66986.66,10.60,454.24,-3.44,411.17,6.67,electric equipment
15th Feb,NAUKRI,5163.35,0.994,66805.55,18.74,5116.90,0.908,4526.99,14.06,miscellaneous
15th Feb,BANKINDIA,142.95,5.27,65080.39,15.49,124.82,14.53,98.52,45.10,banks - public sector
15th Feb,BERGEPAINT,553.40,-1.33,64512.26,10.63,577.91,-4.24,626.29,-11.64,paints / varnishes
15th Feb,SUZLON,47.05,2.17,64047.70,0.760,41.77,12.64,27.09,73.66,electric equipment
15th Feb,ALKEM,5310.55,1.39,63495.59,131.58,5026.61,5.65,4041.49,31.40,pharmaceuticals - indian - bulk drugs & formln
15th Feb,GODREJPROP,2283.60,-1.32,63493.13,24.05,2166.56,5.40,1738.34,31.37,construction
15th Feb,MRF,148509.84,0.832,62985.15,4776.52,132098.93,12.42,111480.37,33.22,tyres
15th Feb,ABBOTINDIA,29183.95,-0.625,62013.86,539.09,24922.29,17.10,23400.81,24.71,pharmaceuticals - multinational
15th Feb,SOLARINDS,6765.80,-3.62,61223.76,89.19,6727.85,0.564,5099.68,32.67,chemicals
15th Feb,OIL,563.15,12.91,61068.28,54.75,396.35,42.08,308.10,82.78,oil drilling / allied services
15th Feb,INDUSTOWER,221.25,2.45,59625.48,20.72,208.62,6.05,181.17,22.12,transmisson line towers / equipment
15th Feb,AUROPHARMA,1017.20,2.12,59601.68,47.25,1074.32,-5.32,874.35,16.34,pharmaceuticals - indian - bulk drugs & formln
15th Feb,CENTRALBK,67.45,2.82,58552.94,2.82,54.28,24.26,40.93,64.78,banks - public sector
15th Feb,CONCOR,955.15,1.65,58196.75,20.09,877.11,8.90,737.02,29.60,miscellaneous
15th Feb,TORNTPOWER,1208.45,6.87,58080.14,38.53,1004.97,20.25,759.45,59.12,power generation and supply
15th Feb,PATANJALI,1601.40,1.82,57969.86,22.73,1587.14,0.898,1319.70,21.35,solvent extraction
15th Feb,LTTS,5432.60,0.552,57445.75,123.30,5304.55,2.41,4492.02,20.94,computers - software - large
15th Feb,IDFCFIRSTB,81.25,0.495,57417.88,4.56,85.55,-5.03,83.84,-3.09,banks - private sector
15th Feb,GMRINFRA,90.35,0.556,54534.77,-1.46,80.24,12.61,59.19,52.63,engineering - turnkey services
15th Feb,PIIND,3567.60,4.37,54126.96,104.99,3446.43,3.52,3567.48,0.003,pesticides / agrochemicals - indian
15th Feb,RVNL,259.40,4.24,54085.42,6.98,224.03,15.79,161.32,60.80,construction
15th Feb,MUTHOOTFIN,1343.35,-2.60,53929.99,99.21,1433.48,-6.29,1292.71,3.92,finance & investments
15th Feb,PGHH,16485.45,-0.724,53512.98,232.85,17094.14,-3.56,16170.29,1.95,personal care - multinational
15th Feb,ASTRAL,1955.25,0.251,52523.30,21.23,1877.86,4.12,1876.86,4.18,plastics products
15th Feb,SAIL,125.75,2.28,51941.36,7.50,117.10,7.39,95.68,31.42,steel - large
15th Feb,BHARATFORG,1110.45,0.484,51701.29,18.27,1220.18,-8.99,1020.97,8.76,castings & forgings
15th Feb,ASHOKLEY,174.50,0.489,51235.42,8.11,175.24,-0.422,171.68,1.64,automobiles - lcvs / hcvs
15th Feb,MPHASIS,2708.60,5.81,51128.63,83.12,2592.97,4.46,2280.65,18.76,computers - software - large
15th Feb,FACT,778.10,4.50,50348.67,5.77,804.50,-3.28,577.26,34.79,fertilizers
15th Feb,TATACOMM,1754.50,0.103,50003.25,34.14,1734.69,1.14,1661.38,5.61,telecommunications - service provider
15th Feb,ACC,2637.65,0.689,49531.71,86.63,2325.81,13.41,2002.33,31.73,cement - north india
15th Feb,JSL,599.25,5.39,49344.32,36.17,575.26,4.17,446.56,34.19,steel - large
15th Feb,SJVN,124.95,3.65,49102.79,2.20,105.85,18.04,69.73,79.18,power generation and supply
15th Feb,PHOENIXLTD,2744.15,6.40,49028.19,57.50,2417.17,13.53,1920.46,42.89,construction
15th Feb,SUPREMEIND,3803.90,0.187,48319.75,84.58,4278.11,-11.08,3868.98,-1.68,plastics products
15th Feb,LINDEINDIA,5605.45,1.10,47805.64,50.18,5636.40,-0.549,5308.07,5.60,chemicals
15th Feb,OBEROIRLTY,1309.20,-0.923,47602.80,44.53,1420.15,-7.81,1177.24,11.21,construction
15th Feb,IREDA,177.05,4.98,47586.87,4.80,131.06,35.09,NaN,NaN,finance - term-lending institutions
15th Feb,SCHAEFFLER,3022.60,1.49,47244.35,58.92,3137.09,-3.65,3053.70,-1.02,bearings
15th Feb,ABCAPITAL,181.30,-0.657,47130.09,10.74,171.53,5.69,176.86,2.51,finance & investments
15th Feb,PSB,69.20,5.81,46902.28,1.35,49.59,39.53,39.96,73.18,banks - public sector
15th Feb,UBL,1763.95,1.87,46639.75,12.81,1779.68,-0.884,1596.57,10.48,breweries & distilleries
15th Feb,JSWINFRA,221.95,2.09,46609.53,6.06,217.84,1.89,NaN,NaN,miscellaneous
15th Feb,TATAELXSI,7470.20,0.547,46521.75,127.98,8331.55,-10.34,7692.47,-2.89,computers - software - medium / small
15th Feb,PRESTIGE,1132.50,2.88,45397.58,42.46,1210.35,-6.43,778.93,45.39,construction
15th Feb,BALKRISIND,2334.85,-0.689,45136.66,64.38,2524.26,-7.50,2452.48,-4.80,tyres
15th Feb,KPITTECH,1643.25,0.357,45048.68,20.01,1530.30,7.38,1239.14,32.61,computers - software - medium / small
15th Feb,TATATECH,1107.10,0.027,44911.56,18.21,1165.18,-4.98,NaN,NaN,computers - software - medium / small
15th Feb,MAHABANK,62.25,3.84,44081.55,5.31,50.81,22.52,40.82,52.51,banks - public sector
15th Feb,AWL,337.05,-0.237,43805.67,0.650,360.65,-6.54,371.29,-9.22,solvent extraction
15th Feb,NYKAA,153.35,-0.293,43780.81,0.110,168.47,-8.97,149.71,2.43,trading
15th Feb,MAZDOCK,2136.40,-1.03,43089.05,79.34,2215.53,-3.57,1791.79,19.23,miscellaneous
15th Feb,MRPL,244.40,19.83,42833.51,24.95,156.78,55.89,105.66,131.31,refineries
15th Feb,L&TFH,171.60,-0.290,42686.84,9.13,164.47,4.33,134.93,27.18,finance & investments
15th Feb,POLICYBZR,939.30,-0.207,42362.61,-0.060,855.07,9.85,750.26,25.20,computers - software - medium / small
15th Feb,SUNDARMFIN,3755,1.49,41719.50,145.31,3594.37,4.47,2989.93,25.59,finance & investments
15th Feb,PETRONET,277.15,1.84,41572.50,23.38,238.73,16.09,226.66,22.28,miscellaneous
15th Feb,THERMAX,3458.75,2.87,41213.19,54.25,3078.12,12.37,2729.39,26.72,engineering
15th Feb,COFORGE,6644.80,2.67,41033.26,114.08,6262.74,6.10,5263.66,26.24,computers - software - medium / small
15th Feb,HUDCO,203.60,2.75,40758.68,10.27,141.56,43.83,87.71,132.13,finance - housing
15th Feb,NIACL,247.30,-1.45,40755.04,5.66,233.13,6.08,158.44,56.08,finance & investments
15th Feb,PAGEIND,36303.50,0.662,40492.47,483.54,37368.54,-2.85,38501.74,-5.71,textiles - products
15th Feb,KALYANKJIL,391.65,7.52,40342.03,5.14,350.55,11.73,242.00,61.84,diamond cutting / jewellery
15th Feb,GUJGASLTD,580.85,3.77,39985.14,16.01,515.94,12.58,469.27,23.78,miscellaneous
15th Feb,IRB,66.05,-0.900,39887.60,0.910,49.71,32.87,34.85,89.53,construction
